asset,category,entity,source,meshy_task_id,rig_task_id,prompt,animations,refs_updated,status,notes
assets/models/creatures/enm_cinder_thrall.glb,creatures,enemy.CinderThrall,custom-meshy,01a06441-8e34-7635-820d-61ab7cb8e5c6,01a06445-8f85-749a-84b3-8b89e2670750,"Full-body front view of a burnt cinder thrall, T-pose, arms straight out to the sides, plain flat grey background. Charred husk of a person, cracked blackened skin glowing faintly along the fissures, scorched rags fused to the body, slack shoulders. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/CinderThrall.tres (was npc_hooded.glb),adopted,1.800 m; 3346 tris; 1024 texture cap
assets/models/creatures/enm_clan_beast_tamer.glb,creatures,enemy.ClanBeastTamer,custom-meshy,01a06441-a5c7-70d3-b18e-0668d4f22295,01a06445-dac2-7056-bd86-85d358a08c29,"Full-body front view of a northern clan beast tamer woman, T-pose, arms straight out to the sides, plain flat grey background. Thick fur-lined hide coat, bone-and-antler harness, braided hair, leather muzzles and collars hung from a broad belt, fur boots. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/ClanBeastTamer.tres (was npc_adventurer_f.glb),adopted,1.800 m; 3830 tris; 1024 texture cap
assets/models/creatures/enm_clan_raider.glb,creatures,enemy.ClanRaider,custom-meshy,01a06441-bf45-7619-a0cd-ec5f226c78c7,01a06446-1842-7463-8676-c962f5be2951,"Full-body front view of a tall northern clan raider, T-pose, arms straight out to the sides, plain flat grey background. Heavyset warrior in furs and boiled hide over ring mail, painted war stripes on the face, bone beads in a braided beard, iron-shod boots. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/ClanRaider.tres (was npc_guild_rep.glb),adopted,1.900 m; 3750 tris; 1024 texture cap; root_scale 1.032 to fill the authored 1.90 m capsule; measures 1.900 m
assets/models/creatures/enm_clan_shaman.glb,creatures,enemy.ClanShaman,custom-meshy,01a06441-d65c-763f-8484-a900efa0b836,01a06446-4544-7262-a55c-1e444fca968e,"Full-body front view of a northern clan shaman, T-pose, arms straight out to the sides, plain flat grey background. Hooded ritual mantle of layered pelts, antlered headdress, bone fetishes and hanging charms, tattooed hands, wrapped shins. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/ClanShaman.tres (was npc_hooded.glb),adopted,"1.800 m; 3636 tris; 1024 texture cap; antlered headdress survived conversion; torso slice measures 0.663 m across the pelt mantle, wider than the 0.40 m capsule by design — the capsule is body-core, not silhouette-enclosing, same convention as the wolf"
assets/models/creatures/enm_cultist.glb,creatures,enemy.Cultist,custom-meshy,01a06441-edd5-719b-81a7-5a2b8fa890d4,01a06446-6756-7145-b083-7529b9ab4858,"Full-body front view of a robed fallen cultist, T-pose, arms straight out to the sides, plain flat grey background. Deep cowled robe with a sackcloth mask, knotted rope belt, ash-smeared bare forearms, a ritual brand burned into the chest, bare feet. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/Cultist.tres (was npc_hooded.glb),adopted,1.793 m; 3625 tris; 1024 texture cap
assets/models/creatures/enm_hollow_husk.glb,creatures,enemy.HollowHusk,custom-meshy,01a06442-0547-732d-a258-a2e55af6343e,01a06446-88b1-7786-b3fb-39cee897e4fe,"Full-body front view of a hollow husk, T-pose, arms straight out to the sides, plain flat grey background. Emaciated animate corpse of a commoner, papery grey skin drawn tight, clouded eyes, rotted work tunic and torn breeches, bare feet. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/HollowHusk.tres (was npc_townsman.glb),adopted,1.750 m; 3711 tris; 1024 texture cap
assets/models/creatures/enm_hollow_necromancer.glb,creatures,enemy.HollowNecromancer,custom-meshy,01a06442-1ce8-73b0-a16a-ad14dd2dbb11,01a06446-aa33-707d-82aa-e0dad202901c,"Full-body front view of a hollow necromancer woman, T-pose, arms straight out to the sides, plain flat grey background. Long trailing funeral gown over a high-collared robe, bone-clasp shoulder mantle, veiled face, ring-heavy skeletal hands. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/HollowNecromancer.tres (was npc_woman_dress.glb),adopted,1.800 m; 3598 tris; 1024 texture cap
assets/models/creatures/enm_soldier.glb,creatures,enemy.Soldier,custom-meshy,01a06442-d27a-77ce-852b-216191e728ad,01a06446-e92a-764e-a2e3-7855c60ee5df,"Full-body front view of a fallen human soldier, T-pose, arms straight out to the sides, plain flat grey background. Disciplined man-at-arms in a dented breastplate over mail, a tabard faded past its device, gorget, gauntlets, tall riding boots. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/Soldier.tres (was npc_guild_rep.glb),adopted,"1.839 m; 3540 tris; 1024 texture cap; KNOWN DEFECT accepted: the concept's polished steel breastplate came through as matte off-white — the set is albedo-only, enable_pbr false, so no metalness map. Reads as a mailed soldier; consistent with the other 25 adopted models"
assets/models/creatures/enm_syndicate_enforcer.glb,creatures,enemy.SyndicateEnforcer,custom-meshy,01a06442-e8ed-7454-856b-48050707bf86,01a06447-09cd-719a-8b8c-2caac2b52f04,"Full-body front view of an Iron Syndicate enforcer, T-pose, arms straight out to the sides, plain flat grey background. Close-cut dark leather coat over a padded gambeson, iron-plated bracers, high collar, hood down, chain and hook at the belt. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/SyndicateEnforcer.tres (was npc_adventurer_f.glb),adopted,1.800 m; 3729 tris; 1024 texture cap; torso slice reads 0.877 m because Meshy's rest pose is A-pose and the arms fall inside the slice band; body core is well inside the 0.40 m capsule
assets/models/creatures/enm_arcane_echo.glb,creatures,enemy.ArcaneEcho,custom-meshy,01a06504-be31-71dc-b78a-8d4984f6a6b4,01a06508-4a8d-72c8-bfc9-ec064fd619d2,"Full-body front view of an arcane echo, the spectral afterimage of a mage, T-pose, arms straight out to the sides, plain flat grey background. Featureless hooded silhouette of translucent layered energy, robe hem and fingers dissolving into motes, no face. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/ArcaneEcho.tres (ModelPath already correct; in-place asset replacement),adopted,"1.800 m; 3502 tris; 1024 texture cap; the dissolving spectral hem converted to solid geometry as a long trailing train; silhouette is wider than the 0.40 m capsule by design, the capsule is body-core"
assets/models/creatures/enm_grave_shade.glb,creatures,enemy.GraveShade,custom-meshy,01a06504-d9f4-7748-b584-3f1041d9c682,01a06508-6e44-76b9-9ee1-50849cecb435,"Full-body front view of a grave shade, T-pose, arms straight out to the sides, plain flat grey background. Slender shrouded wraith, a faceless void inside a hanging burial wrap, ragged trailing hem, thin skeletal arms and hands. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/GraveShade.tres (ModelPath already correct; in-place asset replacement),adopted,1.700 m; 3500 tris; 1024 texture cap
assets/models/creatures/enm_rime_shard.glb,creatures,enemy.RimeShard,custom-meshy,01a06504-f84d-7686-b326-3a974bc925dd,01a06508-aee3-743f-a1aa-62c4d7f45d26,"Full-body front view of a rime shard elemental, T-pose, arms straight out to the sides, plain flat grey background. Jagged humanoid of fractured pale ice, splintered crystal limbs, frost-rimed shoulders, a hollow cracked core, no face. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/RimeShard.tres (ModelPath already correct; in-place asset replacement),adopted,1.600 m; 3713 tris; 1024 texture cap
assets/models/creatures/enm_stone_sentinel.glb,creatures,enemy.StoneSentinel,custom-meshy,01a06505-12f6-72aa-975b-bb4edc694018,01a06508-ee08-7615-be29-061974abc00c,"Full-body front view of a towering stone sentinel golem, T-pose, arms straight out to the sides, plain flat grey background. Massive carved granite construct, blocky weathered limbs, moss in the seams, iron bands at the joints, a faceless helm-like head. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/StoneSentinel.tres (ModelPath already correct; in-place asset replacement),adopted,2.400 m; 3780 tris; 1024 texture cap; root_scale 1.0471 to fill the authored 2.40 m capsule; measures 2.400 m. Meshy's height_meters under-delivers on non-human proportions
assets/models/creatures/enm_ward_golem.glb,creatures,enemy.WardGolem,custom-meshy,01a06505-2b8f-7784-926c-dcc83059090f,01a06509-0efb-7254-8c71-a81e494ab16c,"Full-body front view of a ward golem construct, T-pose, arms straight out to the sides, plain flat grey background. Broad animated guardian of carved basalt and riveted iron plate, sigils cut into the chest, heavy fists, no neck, a blank slab face. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,data/enemies/WardGolem.tres (ModelPath already correct; in-place asset replacement),adopted,2.100 m; 3629 tris; 1024 texture cap; root_scale 1.0427 to fill the authored 2.10 m capsule; measures 2.100 m
assets/models/creatures/enm_ashen_acolyte.glb,creatures,enemy.AshenAcolyte,custom-meshy,01a06505-44d9-702e-a7d8-a3966e9fb72e,01a06509-326d-770c-8c77-8e33923690a5,"Full-body front view of an ashen acolyte, T-pose, arms straight out to the sides, plain flat grey background. Slight robed initiate coated in fine grey ash, shallow hood, ash-caked linen wrappings on the arms, sooted bare feet, head bowed. Muted desaturated ash-grey and faded-earth-brown palette, cold iron buckles, one small ember-orange accent. Semi-realistic AAA fantasy game character, grounded weathered Skyrim-like realism, physically based materials, believable cloth folds, worn leather and edge-worn metal. Adult proportions, 7.5 heads tall. No weapon, no scenery.",Running + shared 46-clip library,src/Enemies/AshenAcolyteFactory.cs (ModelPath const unchanged),adopted,1.747 m; 3713 tris; 1024 texture cap
assets/models/animations/meshy/anim_walk.glb,animations,slot:walk,custom-meshy,01a06d57-78b6-7241-9ee2-a08e2fb18a2f,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=30 (Casual_Walk) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,walk,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_attack_slash_r.glb,animations,slot:attack_slash_r,custom-meshy,01a06d57-808f-7458-8fee-141388a439db,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=219 (Right_Hand_Sword_Slash) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,attack_slash_r,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_idle.glb,animations,slot:idle,custom-meshy,01a06d5d-8e64-7246-8a7c-570a8ae105e7,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=0 (Idle) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,idle,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_run.glb,animations,slot:run,custom-meshy,01a06d5d-9737-7538-af4e-d775269afc73,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=14 (Run_02) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,run,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_sprint.glb,animations,slot:sprint,custom-meshy,01a06d5d-9eb5-722d-938b-f69ed0806eb7,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=509 (Lean_Forward_Sprint) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,sprint,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_walk_back.glb,animations,slot:walk_back,custom-meshy,01a06d5d-a62f-756d-bfa5-9e770e6fd605,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=544 (Walk_Backward) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,walk_back,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_combat_walk_fwd.glb,animations,slot:combat_walk_fwd,custom-meshy,01a06d5d-adb6-703a-8dd9-44c12aa4b139,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=21 (Walk_Fight_Forward) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,combat_walk_fwd,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_combat_walk_back.glb,animations,slot:combat_walk_back,custom-meshy,01a06d5d-b4ca-7256-be21-9b20608fd35a,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=20 (Walk_Fight_Back) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,combat_walk_back,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_turn_left.glb,animations,slot:turn_left,custom-meshy,01a06d5d-c583-7380-a762-294f6e3df0fd,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=576 (Idle_Turn_Left) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,turn_left,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_turn_right.glb,animations,slot:turn_right,custom-meshy,01a06d5d-cca2-77ad-af26-2d115b0e3029,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=586 (Idle_Turn_Right) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,turn_right,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_jump.glb,animations,slot:jump,custom-meshy,01a06d5d-d460-7198-b65c-e2a699dfba2b,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=86 (Basic_Jump) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,jump,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_fall.glb,animations,slot:fall,custom-meshy,01a06d5d-db52-7376-be7b-a78dcf9be544,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=502 (Fall1) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,fall,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_attack1.glb,animations,slot:attack1,custom-meshy,01a06d5d-e2c8-729d-ac1a-d69f9748196e,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=4 (Attack) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,attack1,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_attack2.glb,animations,slot:attack2,custom-meshy,01a06d5d-ea48-73a1-a147-58d9d03e9fd8,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=97 (Left_Slash) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,attack2,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
