path,category,file_bytes,mesh_count,vertex_count,triangle_count,primitive_count,material_count,texture_count,texture_bytes,skin_count,bone_count,animation_count,usage_count,recommendation,flag_count
assets/models/architecture/mod_shutters_wide_open.gltf,architecture,1801,1,268,136,1,1,3,7375922,0,0,0,7,IMPROVE,1
assets/models/architecture/mod_stairs_exterior.gltf,architecture,2796,1,100,52,2,2,6,15071220,0,0,0,0,KEEP,1
assets/models/architecture/mod_vine.gltf,architecture,1441,1,159,82,1,1,1,162432,0,0,0,7,IMPROVE,1
assets/models/architecture/mod_wall_arch.gltf,architecture,1585,1,260,196,1,1,3,7375922,0,0,0,0,KEEP,0
assets/models/architecture/mod_wall_base.gltf,architecture,1612,1,48,36,1,1,3,7375922,0,0,0,17,IMPROVE,1
assets/models/architecture/mod_wall_door.gltf,architecture,4321,1,201,137,3,3,9,25142097,0,0,0,17,KEEP,1
assets/models/architecture/mod_wall_plain.gltf,architecture,3038,1,134,86,2,2,6,17681517,0,0,0,17,KEEP,1
assets/models/architecture/mod_wall_stone.gltf,architecture,3914,1,76,56,3,3,9,25739647,0,0,0,9,KEEP,1
assets/models/architecture/mod_wall_stone_door.gltf,architecture,3938,1,142,136,3,3,9,25739647,0,0,0,9,KEEP,1
assets/models/architecture/mod_wall_stone_window.gltf,architecture,4375,1,130,116,3,3,9,25739647,0,0,0,9,KEEP,1
assets/models/architecture/mod_wall_stone_window_thin.gltf,architecture,4381,1,165,158,3,3,9,25739647,0,0,0,9,KEEP,1
assets/models/architecture/mod_wall_timber.gltf,architecture,3071,1,394,248,2,2,6,17681517,0,0,0,17,KEEP,1
assets/models/architecture/mod_wall_window.gltf,architecture,4332,1,148,124,3,3,9,25292157,0,0,0,17,KEEP,1
assets/models/architecture/mod_wall_window_thin.gltf,architecture,4356,1,214,166,3,3,9,25292157,0,0,0,17,KEEP,1
assets/models/architecture/mod_window_thin.gltf,architecture,2891,1,583,418,2,2,3,7375922,0,0,0,17,IMPROVE,1
assets/models/architecture/mod_window_wide.gltf,architecture,2885,1,492,354,2,2,3,7375922,0,0,0,17,IMPROVE,1
assets/models/characters/chr_player_base.glb,characters,2336876,5,21100,10198,15,11,0,0,1,62,24,4,IMPROVE,2
assets/models/characters/fp_arm.glb,characters,73400,1,2064,1016,1,1,0,0,0,0,0,0,KEEP,2
assets/models/characters/fp_arm_left.glb,characters,90400,5,2464,1216,5,4,0,0,0,0,0,2,IMPROVE,1
assets/models/characters/fp_arm_right.glb,characters,90392,5,2464,1216,5,4,0,0,0,0,0,2,IMPROVE,1
assets/models/characters/npc_adventurer_f.glb,characters,1543536,4,13709,6808,17,9,0,0,4,62,24,6,KEEP,1
assets/models/characters/npc_guild_rep.glb,characters,2354656,4,22111,11100,13,9,0,0,1,62,24,9,KEEP,1
assets/models/characters/npc_hooded.glb,characters,1556420,5,14628,7276,17,11,0,0,4,62,24,9,KEEP,1
assets/models/characters/npc_innkeeper.glb,characters,1888776,4,13923,6808,17,9,0,0,1,62,24,3,KEEP,1
assets/models/characters/npc_kael.glb,characters,636352,3,6188,6050,11,11,0,0,2,31,24,2,KEEP,1
assets/models/characters/npc_merchant_f.glb,characters,1489908,4,12968,6424,9,7,0,0,4,62,24,0,KEEP,1
assets/models/characters/npc_merchant_m.glb,characters,1899644,5,20569,10198,15,11,0,0,5,62,24,2,KEEP,1
assets/models/characters/npc_townsman.glb,characters,1300832,4,10534,5240,13,11,0,0,4,62,24,6,KEEP,1
assets/models/characters/npc_townswoman.glb,characters,1451020,4,12296,6108,10,5,0,0,4,62,24,3,KEEP,0
assets/models/characters/npc_vendor.glb,characters,1785084,4,11143,5476,12,8,0,0,1,62,24,5,KEEP,1
assets/models/characters/npc_woman_dress.glb,characters,468828,1,3828,1786,5,5,0,0,1,31,11,4,KEEP,2
assets/models/creatures/boss_iron_king.glb,creatures,1960540,4,21693,11100,13,9,0,0,4,62,24,1,KEEP,3
assets/models/creatures/enm_ancient_dragon.glb,creatures,550720,1,4353,7438,5,5,0,0,1,46,8,4,IMPROVE,2
assets/models/creatures/enm_arcane_echo.glb,creatures,316284,1,1704,3296,3,3,0,0,1,38,8,1,KEEP,1
assets/models/creatures/enm_ash_dragon.glb,creatures,260600,1,2741,4562,5,5,0,0,1,13,8,0,KEEP,1
assets/models/creatures/enm_ash_maw.glb,creatures,87336,14,1104,628,14,4,0,0,1,3,5,1,KEEP,0
assets/models/creatures/enm_ashen_acolyte.glb,creatures,91844,1,483,752,3,3,0,0,1,17,5,1,KEEP,0
assets/models/creatures/enm_ashfall_elk.glb,creatures,1088812,2,7473,3667,6,5,0,0,1,38,26,1,KEEP,0
assets/models/creatures/enm_bandit.glb,creatures,1829368,4,12662,6206,10,7,0,0,1,62,24,0,REPLACE,2
assets/models/creatures/enm_barrow_wight.glb,creatures,318556,1,1768,3192,3,3,0,0,1,38,8,0,IMPROVE,3
assets/models/creatures/enm_bone_knight.glb,creatures,345388,1,2411,3144,2,2,0,0,1,38,8,0,KEEP,1
assets/models/creatures/enm_cinder_thrall.glb,creatures,684260,1,3247,5798,6,6,0,0,1,43,15,0,KEEP,0
assets/models/creatures/enm_cinder_wisp.glb,creatures,50508,9,540,228,9,2,0,0,1,3,5,1,IMPROVE,2
assets/models/creatures/enm_clan_beast_tamer.glb,creatures,437308,1,3500,5252,5,5,0,0,1,38,8,0,REPLACE,2
assets/models/creatures/enm_clan_raider.glb,creatures,437428,1,3500,5252,5,5,0,0,1,38,8,0,REPLACE,2
assets/models/creatures/enm_clan_shaman.glb,creatures,94340,2,1050,1674,6,4,0,0,1,4,9,0,IMPROVE,2
assets/models/creatures/enm_dire_wolf.glb,creatures,1128384,1,4027,1962,4,4,0,0,1,51,24,1,KEEP,0
assets/models/creatures/enm_frost_drake.glb,creatures,260724,1,2741,4562,5,5,0,0,1,13,8,0,REPLACE,2
assets/models/creatures/enm_frost_stalker.glb,creatures,1228912,1,3932,1920,5,5,0,0,1,49,24,1,KEEP,1
assets/models/creatures/enm_goblin.glb,creatures,750400,2,4385,7344,11,11,0,0,1,43,14,1,IMPROVE,4
assets/models/creatures/enm_grave_shade.glb,creatures,318556,1,1768,3192,3,3,0,0,1,38,8,1,IMPROVE,3
assets/models/creatures/enm_hollow_husk.glb,creatures,345080,1,2411,3144,2,2,0,0,1,38,8,0,KEEP,1
assets/models/creatures/enm_hollow_necromancer.glb,creatures,94340,2,1050,1674,6,4,0,0,1,4,9,0,IMPROVE,2
assets/models/creatures/enm_rime_shard.glb,creatures,42324,7,420,236,7,2,0,0,1,3,5,1,IMPROVE,2
assets/models/creatures/enm_ruin_crawler.glb,creatures,217092,10,3636,1856,10,2,0,0,1,3,5,1,IMPROVE,2
assets/models/creatures/enm_soldier.glb,creatures,120188,1,1332,2160,5,5,0,0,1,4,9,0,KEEP,1
assets/models/creatures/enm_stone_sentinel.glb,creatures,138208,11,1908,924,11,4,0,0,1,7,5,1,IMPROVE,1
assets/models/creatures/enm_storm_mote.glb,creatures,82324,9,1068,620,9,2,0,0,1,3,5,1,IMPROVE,2
assets/models/creatures/enm_syndicate_enforcer.glb,creatures,1751648,4,11232,5500,13,9,0,0,1,62,24,0,REPLACE,2
assets/models/creatures/enm_thornback_boar.glb,creatures,1098004,1,4922,2418,7,7,0,0,1,42,25,0,REPLACE,2
assets/models/creatures/enm_ward_golem.glb,creatures,148620,10,2112,1076,10,3,0,0,1,7,5,1,KEEP,0
assets/models/creatures/enm_wild_dragon.glb,creatures,260540,1,2741,4562,5,5,0,0,1,13,8,0,KEEP,1
assets/models/creatures/enm_wolf.glb,creatures,1128036,1,4027,1962,4,4,0,0,1,51,24,2,KEEP,0
assets/models/creatures/mnt_horse.glb,creatures,1108124,1,4400,2182,8,8,0,0,1,50,26,2,KEEP,2
assets/models/equipment/enemy_identity_kit.glb,equipment,653872,40,17642,9756,68,11,0,0,0,0,0,1,IMPROVE,2
assets/models/equipment/eqp_pauldron_embervale.glb,equipment,8764,2,192,88,2,2,0,0,0,0,0,2,KEEP,0
assets/models/equipment/eqp_pouch_embervale.glb,equipment,12444,3,288,132,3,2,0,0,0,0,0,2,IMPROVE,1
assets/models/equipment/npc_kit_embervale.glb,equipment,567788,22,15787,8276,41,12,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_anvil.gltf,props,2339,1,610,750,2,1,3,6858237,0,0,0,0,KEEP,0
assets/models/props/prp_anvil_log.gltf,props,4127,1,3376,3808,3,3,9,24363234,0,0,0,1,KEEP,0
assets/models/props/prp_arena_wall.glb,props,90772,1,3251,1670,3,3,0,0,0,0,0,1,KEEP,0
assets/models/props/prp_banner_guild.glb,props,26064,1,863,440,3,3,0,0,0,0,0,4,IMPROVE,1
assets/models/props/prp_barrel.glb,props,51760,1,1717,1312,3,3,0,0,0,0,0,5,IMPROVE,1
assets/models/props/prp_bed.gltf,props,4593,1,1694,1600,3,3,9,21122531,0,0,0,1,KEEP,1
assets/models/props/prp_bell_tower.glb,props,726048,1,20173,11799,10,10,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_bench.glb,props,21580,1,760,376,1,1,0,0,0,0,0,5,IMPROVE,1
assets/models/props/prp_book_stand.gltf,props,1651,1,1652,1526,1,1,3,7783256,0,0,0,1,KEEP,0
assets/models/props/prp_bookcase.gltf,props,3204,1,2002,2148,2,2,6,14641493,0,0,0,1,KEEP,0
assets/models/props/prp_boulder.glb,props,2538916,1,531,522,1,1,1,2517398,0,0,0,3,IMPROVE,1
assets/models/props/prp_brazier.glb,props,22844,1,774,386,2,2,0,0,0,0,0,7,KEEP,0
assets/models/props/prp_bush_flowering.glb,props,790148,1,2304,1368,2,2,2,687035,0,0,0,4,KEEP,0
assets/models/props/prp_cabinet.gltf,props,3201,1,2511,2388,2,2,6,14641493,0,0,0,1,KEEP,0
assets/models/props/prp_cache_chest.glb,props,94848,1,3418,1676,3,3,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_cache_chest_open.glb,props,1187052,1,43684,22512,4,4,0,0,0,0,0,1,IMPROVE,1
assets/models/props/prp_campfire.glb,props,43044,1,1504,704,3,3,0,0,0,0,0,5,IMPROVE,1
assets/models/props/prp_candles.gltf,props,2876,1,1850,2528,2,2,6,16579978,0,0,0,1,KEEP,0
assets/models/props/prp_cart.glb,props,107272,1,3627,2659,5,5,0,0,0,0,0,5,IMPROVE,1
assets/models/props/prp_cauldron.glb,props,45324,1,1435,1238,4,4,0,0,0,0,0,2,IMPROVE,1
assets/models/props/prp_chair.gltf,props,3187,1,628,496,2,2,6,14641493,0,0,0,1,KEEP,0
assets/models/props/prp_chandelier.gltf,props,4641,1,5815,5680,3,3,9,24363234,0,0,0,1,IMPROVE,1
assets/models/props/prp_chest_wood.gltf,props,14740,2,3200,2546,4,2,6,14641493,1,3,4,1,KEEP,1
assets/models/props/prp_clover.glb,props,2600968,1,267,379,1,1,1,2586432,0,0,0,2,KEEP,1
assets/models/props/prp_crate.glb,props,35012,1,1182,784,2,2,0,0,0,0,0,6,IMPROVE,1
assets/models/props/prp_crate_wood.gltf,props,3264,1,1426,1576,2,2,6,14641493,0,0,0,1,KEEP,1
assets/models/props/prp_dock_complex.glb,props,472544,1,13002,7438,9,9,0,0,0,0,0,2,IMPROVE,4
assets/models/props/prp_fence.glb,props,11884,1,398,208,1,1,0,0,0,0,0,6,IMPROVE,1
assets/models/props/prp_fern.glb,props,2599448,1,243,288,1,1,1,2586432,0,0,0,2,KEEP,1
assets/models/props/prp_fishing_hut.glb,props,200212,1,7204,4088,2,2,0,0,0,0,0,2,IMPROVE,2
assets/models/props/prp_flowers_a.glb,props,3061584,1,581,755,2,2,2,3031041,0,0,0,0,KEEP,1
assets/models/props/prp_flowers_b.glb,props,3096048,1,1302,1690,2,2,2,3031041,0,0,0,0,KEEP,1
assets/models/props/prp_gate_palisade.glb,props,90984,1,2458,1528,2,2,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_gazebo.glb,props,51220,1,1402,698,2,2,0,0,0,0,0,2,IMPROVE,1
assets/models/props/prp_glacier.glb,props,34128,1,884,768,1,1,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_grass_short.glb,props,42184,1,153,155,1,1,1,33605,0,0,0,5,KEEP,1
assets/models/props/prp_grass_tall.glb,props,49212,1,303,326,1,1,1,33605,0,0,0,3,KEEP,1
assets/models/props/prp_grass_wispy.glb,props,64628,1,644,622,1,1,1,33605,0,0,0,0,KEEP,1
assets/models/props/prp_hay.glb,props,26956,1,956,488,1,1,0,0,0,0,0,4,KEEP,0
assets/models/props/prp_jetty.glb,props,18520,1,560,388,2,2,0,0,0,0,0,2,IMPROVE,3
assets/models/props/prp_lamp_post.glb,props,26980,1,898,448,3,3,0,0,0,0,0,4,IMPROVE,1
assets/models/props/prp_lantern_wall.gltf,props,1630,1,3222,2822,1,1,3,6858237,0,0,0,1,KEEP,0
assets/models/props/prp_market_stand.glb,props,63496,1,2251,1132,3,3,0,0,0,0,0,1,IMPROVE,1
assets/models/props/prp_market_stand_b.glb,props,85324,1,3024,1548,4,4,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_mine_head.glb,props,141868,1,3789,2294,5,5,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_mushrooms.glb,props,1233084,1,555,880,1,1,1,1208660,0,0,0,0,REPLACE,2
assets/models/props/prp_nightstand.gltf,props,1813,1,496,262,1,1,3,7783256,0,0,0,1,KEEP,0
assets/models/props/prp_ore_seam.glb,props,49376,1,1260,988,2,2,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_pebble_a.glb,props,823292,1,292,136,1,1,1,811732,0,0,0,2,KEEP,1
assets/models/props/prp_pebble_b.glb,props,818780,1,162,78,1,1,1,811732,0,0,0,0,KEEP,1
assets/models/props/prp_pine_dead.glb,props,2583744,1,4001,5702,1,1,2,2371719,0,0,0,15,KEEP,0
assets/models/props/prp_pot.gltf,props,1610,1,961,1068,1,1,3,6858237,0,0,0,1,KEEP,0
assets/models/props/prp_relic.glb,props,21952,1,772,380,1,1,0,0,0,0,0,1,KEEP,0
assets/models/props/prp_rock_cluster.glb,props,1060272,1,249,244,1,1,1,1049417,0,0,0,17,IMPROVE,1
assets/models/props/prp_rockpath_small.glb,props,884288,1,2036,998,1,1,1,811732,0,0,0,1,KEEP,0
assets/models/props/prp_rockpath_wide.glb,props,1060836,1,7084,3500,1,1,1,811732,0,0,0,2,KEEP,0
assets/models/props/prp_rope.gltf,props,1648,1,973,1748,1,1,3,7783256,0,0,0,1,KEEP,0
assets/models/props/prp_ruin_pillar.glb,props,29752,1,1022,548,2,2,0,0,0,0,0,6,KEEP,0
assets/models/props/prp_ruin_wall.glb,props,90808,1,3251,1670,3,3,0,0,0,0,0,6,KEEP,0
assets/models/props/prp_sacks.glb,props,20544,1,583,912,1,1,0,0,0,0,0,5,KEEP,0
assets/models/props/prp_shelf.gltf,props,1644,1,598,480,1,1,3,7783256,0,0,0,1,IMPROVE,1
assets/models/props/prp_shelf_arch.gltf,props,3209,1,1428,1286,2,2,6,14641493,0,0,0,1,IMPROVE,1
assets/models/props/prp_stall_cart.gltf,props,5080,1,4451,3936,3,3,9,21122531,0,0,0,1,KEEP,0
assets/models/props/prp_stall_empty.gltf,props,5033,1,1650,1496,3,3,9,21122531,0,0,0,1,KEEP,0
assets/models/props/prp_station_alchemy.glb,props,45380,1,1435,1238,4,4,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_station_forge.glb,props,27500,1,529,298,1,1,1,7440,0,0,0,3,KEEP,0
assets/models/props/prp_station_workbench.glb,props,46624,1,1627,804,3,3,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_stool.gltf,props,1795,1,264,152,1,1,3,7783256,0,0,0,1,KEEP,0
assets/models/props/prp_table_large.gltf,props,3193,1,1262,986,2,2,6,14641493,0,0,0,4,KEEP,0
assets/models/props/prp_tent.glb,props,44296,1,1504,784,4,4,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_timber_stack.glb,props,27728,1,806,940,2,2,0,0,0,0,0,3,IMPROVE,2
assets/models/props/prp_tome_stand.glb,props,57984,1,2073,1182,1,1,0,0,0,0,0,4,KEEP,0
assets/models/props/prp_training_dummy.glb,props,7172,1,196,104,2,2,0,0,0,0,0,1,IMPROVE,1
assets/models/props/prp_tree_broadleaf.glb,props,2369276,1,3685,4066,2,2,3,2179849,0,0,0,5,KEEP,0
assets/models/props/prp_warden_post.glb,props,235640,1,6458,4100,3,3,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_watch_tower.glb,props,53188,1,1394,700,3,3,0,0,0,0,0,2,IMPROVE,2
assets/models/props/prp_waystone.glb,props,23928,1,806,440,2,2,0,0,0,0,0,10,IMPROVE,1
assets/models/props/prp_weapon_rack.gltf,props,2890,1,1994,2084,2,2,6,14641493,0,0,0,1,IMPROVE,1
assets/models/props/prp_weapon_stand.gltf,props,2891,1,1994,2084,2,2,6,14641493,0,0,0,0,IMPROVE,1
assets/models/props/prp_well.glb,props,109108,1,2903,1870,5,5,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_workbench.gltf,props,3195,1,1380,1368,2,2,6,14641493,0,0,0,1,KEEP,0
assets/models/weapons/wpn_sword_iron.glb,weapons,45856,1,1520,872,5,5,0,0,0,0,0,2,IMPROVE,1
