path,category,file_bytes,mesh_count,vertex_count,triangle_count,primitive_count,material_count,texture_count,texture_bytes,skin_count,bone_count,animation_count,usage_count,recommendation,flag_count
assets/models/props/prp_cache_chest_open.glb,props,1187052,1,43684,22512,4,4,0,0,0,0,0,1,IMPROVE,1
assets/models/props/prp_campfire.glb,props,43044,1,1504,704,3,3,0,0,0,0,0,5,IMPROVE,1
assets/models/props/prp_candles.gltf,props,2876,1,1850,2528,2,2,6,16579978,0,0,0,1,KEEP,0
assets/models/props/prp_cart.glb,props,107272,1,3627,2659,5,5,0,0,0,0,0,5,IMPROVE,1
assets/models/props/prp_cauldron.glb,props,45324,1,1435,1238,4,4,0,0,0,0,0,2,IMPROVE,1
assets/models/props/prp_chair.gltf,props,3187,1,628,496,2,2,6,14641493,0,0,0,1,KEEP,0
assets/models/props/prp_chandelier.gltf,props,4641,1,5815,5680,3,3,9,24363234,0,0,0,1,IMPROVE,1
assets/models/props/prp_chest_wood.gltf,props,14740,2,3200,2546,4,2,6,14641493,1,3,4,1,KEEP,1
assets/models/props/prp_clover.glb,props,2600968,1,267,379,1,1,1,2586432,0,0,0,2,KEEP,1
assets/models/props/prp_crate.glb,props,35012,1,1182,784,2,2,0,0,0,0,0,6,IMPROVE,1
assets/models/props/prp_crate_wood.gltf,props,3264,1,1426,1576,2,2,6,14641493,0,0,0,1,KEEP,1
assets/models/props/prp_dock_complex.glb,props,472544,1,13002,7438,9,9,0,0,0,0,0,2,IMPROVE,4
assets/models/props/prp_fence.glb,props,11884,1,398,208,1,1,0,0,0,0,0,6,IMPROVE,1
assets/models/props/prp_fern.glb,props,2599448,1,243,288,1,1,1,2586432,0,0,0,2,KEEP,1
assets/models/props/prp_fishing_hut.glb,props,200212,1,7204,4088,2,2,0,0,0,0,0,2,IMPROVE,2
assets/models/props/prp_flowers_a.glb,props,3061584,1,581,755,2,2,2,3031041,0,0,0,0,KEEP,1
assets/models/props/prp_flowers_b.glb,props,3096048,1,1302,1690,2,2,2,3031041,0,0,0,0,KEEP,1
assets/models/props/prp_gate_palisade.glb,props,90984,1,2458,1528,2,2,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_gazebo.glb,props,51220,1,1402,698,2,2,0,0,0,0,0,2,IMPROVE,1
assets/models/props/prp_glacier.glb,props,34128,1,884,768,1,1,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_grass_short.glb,props,42184,1,153,155,1,1,1,33605,0,0,0,5,KEEP,1
assets/models/props/prp_grass_tall.glb,props,49212,1,303,326,1,1,1,33605,0,0,0,3,KEEP,1
assets/models/props/prp_grass_wispy.glb,props,64628,1,644,622,1,1,1,33605,0,0,0,0,KEEP,1
assets/models/props/prp_hay.glb,props,26956,1,956,488,1,1,0,0,0,0,0,4,KEEP,0
assets/models/props/prp_jetty.glb,props,18520,1,560,388,2,2,0,0,0,0,0,2,IMPROVE,3
assets/models/props/prp_lamp_post.glb,props,26980,1,898,448,3,3,0,0,0,0,0,4,IMPROVE,1
assets/models/props/prp_lantern_wall.gltf,props,1630,1,3222,2822,1,1,3,6858237,0,0,0,1,KEEP,0
assets/models/props/prp_market_stand.glb,props,63496,1,2251,1132,3,3,0,0,0,0,0,1,IMPROVE,1
assets/models/props/prp_market_stand_b.glb,props,85324,1,3024,1548,4,4,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_mine_head.glb,props,141868,1,3789,2294,5,5,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_mushrooms.glb,props,1233084,1,555,880,1,1,1,1208660,0,0,0,0,REPLACE,2
assets/models/props/prp_nightstand.gltf,props,1813,1,496,262,1,1,3,7783256,0,0,0,1,KEEP,0
assets/models/props/prp_ore_seam.glb,props,49376,1,1260,988,2,2,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_pebble_a.glb,props,823292,1,292,136,1,1,1,811732,0,0,0,2,KEEP,1
assets/models/props/prp_pebble_b.glb,props,818780,1,162,78,1,1,1,811732,0,0,0,0,KEEP,1
assets/models/props/prp_pine_dead.glb,props,2583744,1,4001,5702,1,1,2,2371719,0,0,0,15,KEEP,0
assets/models/props/prp_pot.gltf,props,1610,1,961,1068,1,1,3,6858237,0,0,0,1,KEEP,0
assets/models/props/prp_relic.glb,props,21952,1,772,380,1,1,0,0,0,0,0,1,KEEP,0
assets/models/props/prp_rock_cluster.glb,props,1060272,1,249,244,1,1,1,1049417,0,0,0,17,IMPROVE,1
assets/models/props/prp_rockpath_small.glb,props,884288,1,2036,998,1,1,1,811732,0,0,0,1,KEEP,0
assets/models/props/prp_rockpath_wide.glb,props,1060836,1,7084,3500,1,1,1,811732,0,0,0,2,KEEP,0
assets/models/props/prp_rope.gltf,props,1648,1,973,1748,1,1,3,7783256,0,0,0,1,KEEP,0
assets/models/props/prp_ruin_pillar.glb,props,29752,1,1022,548,2,2,0,0,0,0,0,6,KEEP,0
assets/models/props/prp_ruin_wall.glb,props,90808,1,3251,1670,3,3,0,0,0,0,0,6,KEEP,0
assets/models/props/prp_sacks.glb,props,20544,1,583,912,1,1,0,0,0,0,0,5,KEEP,0
assets/models/props/prp_shelf.gltf,props,1644,1,598,480,1,1,3,7783256,0,0,0,1,IMPROVE,1
assets/models/props/prp_shelf_arch.gltf,props,3209,1,1428,1286,2,2,6,14641493,0,0,0,1,IMPROVE,1
assets/models/props/prp_stall_cart.gltf,props,5080,1,4451,3936,3,3,9,21122531,0,0,0,1,KEEP,0
assets/models/props/prp_stall_empty.gltf,props,5033,1,1650,1496,3,3,9,21122531,0,0,0,1,KEEP,0
assets/models/props/prp_station_alchemy.glb,props,45380,1,1435,1238,4,4,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_station_forge.glb,props,27500,1,529,298,1,1,1,7440,0,0,0,3,KEEP,0
assets/models/props/prp_station_workbench.glb,props,46624,1,1627,804,3,3,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_stool.gltf,props,1795,1,264,152,1,1,3,7783256,0,0,0,1,KEEP,0
assets/models/props/prp_table_large.gltf,props,3193,1,1262,986,2,2,6,14641493,0,0,0,4,KEEP,0
assets/models/props/prp_tent.glb,props,44296,1,1504,784,4,4,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_timber_stack.glb,props,27728,1,806,940,2,2,0,0,0,0,0,3,IMPROVE,2
assets/models/props/prp_tome_stand.glb,props,57984,1,2073,1182,1,1,0,0,0,0,0,4,KEEP,0
assets/models/props/prp_training_dummy.glb,props,7172,1,196,104,2,2,0,0,0,0,0,1,IMPROVE,1
assets/models/props/prp_tree_broadleaf.glb,props,2369276,1,3685,4066,2,2,3,2179849,0,0,0,5,KEEP,0
assets/models/props/prp_warden_post.glb,props,235640,1,6458,4100,3,3,0,0,0,0,0,1,IMPROVE,2
assets/models/props/prp_watch_tower.glb,props,53188,1,1394,700,3,3,0,0,0,0,0,2,IMPROVE,2
assets/models/props/prp_waystone.glb,props,23928,1,806,440,2,2,0,0,0,0,0,10,IMPROVE,1
assets/models/props/prp_weapon_rack.gltf,props,2890,1,1994,2084,2,2,6,14641493,0,0,0,1,IMPROVE,1
assets/models/props/prp_weapon_stand.gltf,props,2891,1,1994,2084,2,2,6,14641493,0,0,0,0,IMPROVE,1
assets/models/props/prp_well.glb,props,109108,1,2903,1870,5,5,0,0,0,0,0,3,IMPROVE,1
assets/models/props/prp_workbench.gltf,props,3195,1,1380,1368,2,2,6,14641493,0,0,0,1,KEEP,0
assets/models/weapons/wpn_sword_iron.glb,weapons,45856,1,1520,872,5,5,0,0,0,0,0,2,IMPROVE,1
